Equipment_ID,Equipment_Name,Category,Status,Current_Site,Site_Lat,Site_Long,Initial_Cost (₹),Maintenance_Cost/day (₹),Rent_Cost/day (₹),Start_Date,End_Date,Days_Active,Maintenance_Status
EQ1698,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1832,150,9/22/2025,10/7/2025,15,Available
EQ1699,Loader,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,1500000,1040,5000,2/11/2025,-,6,Available
EQ1700,Compressor,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,600000,1529,1800,10/1/2025,-,5,Available
EQ1701,Compressor,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,600000,1508,1800,10/27/2025,-,19,Available
EQ1702,Crane,Transportation,Inventory,-,-,-,2000000,615,6500,8/12/2025,8/14/2025,2,Available
EQ1703,Harness Set,Safety,Inventory,-,-,-,15000,345,300,4/15/2025,4/25/2025,10,Available
EQ1704,Road Roller,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3000000,558,7000,6/26/2025,-,6,Available
EQ1705,Gloves Pack,Safety,On Rent,Saraidhela Bridge,23.795,86.425,5000,1110,100,6/11/2025,-,5,Available
EQ1706,Harness Set,Safety,In Maintenance,-,-,-,15000,1744,300,6/3/2025,-,2,Under Repair
EQ1707,Dump Truck,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,4500000,1188,9500,10/27/2025,-,18,Available
EQ1708,Excavator,Technical Equipment,On Rent,-,-,-,2500000,1397,8000,1/1/2025,-,25,Available
EQ1709,Crane,Transportation,In Maintenance,-,-,-,2000000,1442,6500,3/15/2025,-,7,Under Repair
EQ1710,Hydraulic Breaker,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,1200000,1721,5000,8/11/2025,-,23,Available
EQ1711,Gloves Pack,Safety,On Rent,Govindpur Road Project,23.78,86.5,5000,1853,100,3/14/2025,-,16,Available
EQ1712,Safety Jacket,Safety,On Rent,Govindpur Road Project,23.78,86.5,6000,1407,120,2/17/2025,-,29,Available
EQ1713,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1288,1500,11/9/2025,11/17/2025,8,Available
EQ1714,Road Roller,Transportation,In Maintenance,-,-,-,3000000,786,7000,4/11/2025,-,11,Under Repair
EQ1715,Loader,Transportation,Inventory,-,-,-,1500000,155,5000,5/11/2025,5/16/2025,5,Available
EQ1716,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,1725,8000,9/5/2025,-,10,Available
EQ1717,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,1547,1200,1/22/2025,-,9,Under Repair
EQ1718,Safety Helmet Set,Safety,On Rent,-,-,-,8000,366,150,4/5/2025,-,28,Available
EQ1719,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,1447,1200,6/24/2025,6/28/2025,4,Available
EQ1720,Road Roller,Transportation,On Rent,-,-,-,3000000,688,7000,3/19/2025,-,28,Available
EQ1721,Safety Net,Safety,On Rent,-,-,-,20000,1594,250,10/16/2025,-,24,Available
EQ1722,Excavator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,2500000,1529,8000,2/28/2025,-,21,Available
EQ1723,Safety Helmet Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,8000,901,150,4/11/2025,-,27,Available
EQ1724,Road Roller,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3000000,665,7000,2/6/2025,-,7,Available
EQ1725,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,1934,1800,2/20/2025,-,13,Available
EQ1726,Safety Jacket,Safety,Inventory,-,-,-,6000,942,120,3/14/2025,3/29/2025,15,Available
EQ1727,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,891,5000,6/13/2025,-,3,Under Repair
EQ1728,Concrete Mixer,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,150000,323,1500,10/28/2025,-,9,Available
EQ1729,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,561,5000,5/17/2025,-,12,Available
EQ1730,Dump Truck,Transportation,Inventory,-,-,-,4500000,1364,9500,3/28/2025,3/30/2025,2,Available
EQ1731,Road Roller,Transportation,Inventory,-,-,-,3000000,1815,7000,10/30/2025,11/5/2025,6,Available
EQ1732,Road Roller,Transportation,In Maintenance,-,-,-,3000000,439,7000,5/27/2025,-,9,Under Repair
EQ1733,Safety Helmet Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,8000,1089,150,10/23/2025,-,12,Available
EQ1734,Bulldozer,Transportation,Inventory,-,-,-,3500000,655,8000,4/14/2025,4/24/2025,10,Available
EQ1735,Safety Helmet Set,Safety,On Rent,Katras Tunnel,23.81,86.44,8000,1614,150,3/15/2025,-,30,Available
EQ1736,Gloves Pack,Safety,On Rent,-,-,-,5000,1544,100,3/5/2025,-,16,Available
EQ1737,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,1110,1800,1/9/2025,-,15,Available
EQ1738,Hydraulic Breaker,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,1200000,212,5000,10/15/2025,-,10,Available
EQ1739,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1786,5000,1/6/2025,-,2,Under Repair
EQ1740,Bulldozer,Transportation,On Rent,-,-,-,3500000,484,8000,7/17/2025,-,17,Available
EQ1741,Welding Generator,Technical Equipment,Inventory,-,-,-,400000,311,1200,1/15/2025,1/27/2025,12,Available
EQ1742,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,1572,1800,5/4/2025,-,25,Available
EQ1743,Road Roller,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3000000,1063,7000,2/4/2025,-,25,Available
EQ1744,Harness Set,Safety,On Rent,Katras Tunnel,23.81,86.44,15000,1886,300,3/7/2025,-,5,Available
EQ1745,Hydraulic Breaker,Technical Equipment,On Rent,-,-,-,1200000,1427,5000,8/4/2025,-,13,Available
EQ1746,Safety Net,Safety,On Rent,Katras Tunnel,23.81,86.44,20000,775,250,6/19/2025,-,12,Available
EQ1747,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,684,1200,9/12/2025,-,8,Available
EQ1748,Bulldozer,Transportation,Inventory,-,-,-,3500000,1541,8000,5/24/2025,6/1/2025,8,Available
EQ1749,Road Roller,Transportation,Inventory,-,-,-,3000000,1023,7000,6/26/2025,7/5/2025,9,Available
EQ1750,Safety Helmet Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,8000,1008,150,1/10/2025,-,14,Available
EQ1751,Gloves Pack,Safety,In Maintenance,-,-,-,5000,2016,100,9/30/2025,-,9,Under Repair
EQ1752,Safety Helmet Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,8000,1410,150,5/10/2025,-,26,Available
EQ1753,Excavator,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,2500000,902,8000,4/15/2025,-,24,Available
EQ1754,Safety Net,Safety,Inventory,-,-,-,20000,1289,250,11/5/2025,11/16/2025,11,Available
EQ1755,Dump Truck,Transportation,On Rent,-,-,-,4500000,1692,9500,9/28/2025,-,24,Available
EQ1756,Dump Truck,Transportation,On Rent,-,-,-,4500000,348,9500,1/13/2025,-,15,Available
EQ1757,Loader,Transportation,Inventory,-,-,-,1500000,2104,5000,7/8/2025,7/12/2025,4,Available
EQ1758,Road Roller,Transportation,On Rent,Barwadda Expansion,23.835,86.455,3000000,1200,7000,1/2/2025,-,20,Available
EQ1759,Safety Helmet Set,Safety,Inventory,-,-,-,8000,502,150,3/23/2025,3/24/2025,1,Available
EQ1760,Concrete Mixer,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,150000,1777,1500,10/18/2025,-,6,Available
EQ1761,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,1593,5000,4/6/2025,-,12,Available
EQ1762,Dump Truck,Transportation,Inventory,-,-,-,4500000,1546,9500,6/12/2025,6/22/2025,10,Available
EQ1763,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,739,1800,8/27/2025,-,5,Under Repair
EQ1764,Compressor,Technical Equipment,On Rent,-,-,-,600000,386,1800,2/4/2025,-,8,Available
EQ1765,Bulldozer,Transportation,Inventory,-,-,-,3500000,977,8000,10/9/2025,10/11/2025,2,Available
EQ1766,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,1507,1200,6/16/2025,-,10,Available
EQ1767,Safety Net,Safety,On Rent,Govindpur Road Project,23.78,86.5,20000,1172,250,1/27/2025,-,16,Available
EQ1768,Safety Jacket,Safety,Inventory,-,-,-,6000,1088,120,5/10/2025,5/11/2025,1,Available
EQ1769,Concrete Mixer,Technical Equipment,In Maintenance,-,-,-,150000,565,1500,2/7/2025,-,8,Under Repair
EQ1770,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,1592,1800,4/6/2025,-,27,Available
EQ1771,Safety Net,Safety,In Maintenance,-,-,-,20000,1907,250,2/24/2025,-,6,Under Repair
EQ1772,Hydraulic Breaker,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,1200000,198,5000,4/20/2025,-,10,Available
EQ1773,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,810,1500,12/1/2025,-,27,Available
EQ1774,Gloves Pack,Safety,On Rent,Govindpur Road Project,23.78,86.5,5000,687,100,2/16/2025,-,9,Available
EQ1775,Road Roller,Transportation,Inventory,-,-,-,3000000,2042,7000,7/31/2025,8/1/2025,1,Available
EQ1776,Welding Generator,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,400000,592,1200,7/31/2025,-,9,Available
EQ1777,Excavator,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,2500000,1373,8000,1/3/2025,-,10,Available
EQ1778,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,365,1200,4/29/2025,-,15,Under Repair
EQ1779,Road Roller,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3000000,1637,7000,1/14/2025,-,12,Available
EQ1780,Harness Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,15000,1425,300,10/16/2025,-,21,Available
EQ1781,Safety Jacket,Safety,Inventory,-,-,-,6000,378,120,10/7/2025,10/19/2025,12,Available
EQ1782,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,550,1800,4/15/2025,-,15,Available
EQ1783,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,880,1800,3/28/2025,-,12,Available
EQ1784,Harness Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,15000,1539,300,8/8/2025,-,26,Available
EQ1785,Safety Jacket,Safety,In Maintenance,-,-,-,6000,805,120,9/20/2025,-,7,Under Repair
EQ1786,Loader,Transportation,On Rent,Kusunda Overpass,23.74,86.42,1500000,518,5000,2/23/2025,-,8,Available
EQ1787,Dump Truck,Transportation,On Rent,Barwadda Expansion,23.835,86.455,4500000,1296,9500,11/19/2025,-,11,Available
EQ1788,Welding Generator,Technical Equipment,On Rent,-,-,-,400000,1592,1200,1/21/2025,-,26,Available
EQ1789,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1168,7000,4/16/2025,-,3,Under Repair
EQ1790,Gloves Pack,Safety,On Rent,Govindpur Road Project,23.78,86.5,5000,1615,100,4/22/2025,-,24,Available
EQ1791,Bulldozer,Transportation,On Rent,-,-,-,3500000,783,8000,11/2/2025,-,12,Available
EQ1792,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1527,1500,5/20/2025,5/22/2025,2,Available
EQ1793,Harness Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,15000,1521,300,6/8/2025,-,21,Available
EQ1794,Crane,Transportation,In Maintenance,-,-,-,2000000,1160,6500,3/16/2025,-,6,Under Repair
EQ1795,Safety Net,Safety,On Rent,Katras Tunnel,23.81,86.44,20000,829,250,10/13/2025,-,9,Available
EQ1796,Road Roller,Transportation,Inventory,-,-,-,3000000,708,7000,9/28/2025,9/30/2025,2,Available
EQ1797,Compressor,Technical Equipment,In Maintenance,-,-,-,600000,1620,1800,5/24/2025,-,7,Under Repair
EQ1798,Crane,Transportation,On Rent,Kusunda Overpass,23.74,86.42,2000000,506,6500,4/1/2025,-,29,Available
EQ1799,Harness Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,15000,764,300,11/20/2025,-,12,Available
EQ1800,Excavator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,2500000,822,8000,1/21/2025,-,17,Available
EQ1801,Safety Jacket,Safety,On Rent,Katras Tunnel,23.81,86.44,6000,905,120,10/1/2025,-,27,Available
EQ1802,Safety Net,Safety,In Maintenance,-,-,-,20000,701,250,2/2/2025,-,5,Under Repair
EQ1803,Road Roller,Transportation,On Rent,Katras Tunnel,23.81,86.44,3000000,1962,7000,10/5/2025,-,13,Available
EQ1804,Safety Helmet Set,Safety,On Rent,Katras Tunnel,23.81,86.44,8000,1407,150,11/27/2025,-,13,Available
EQ1805,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,1620,1200,9/26/2025,-,13,Under Repair
EQ1806,Road Roller,Transportation,On Rent,Kusunda Overpass,23.74,86.42,3000000,307,7000,8/5/2025,-,16,Available
EQ1807,Compressor,Technical Equipment,On Rent,-,-,-,600000,130,1800,6/28/2025,-,10,Available
EQ1808,Dump Truck,Transportation,Inventory,-,-,-,4500000,378,9500,7/13/2025,7/22/2025,9,Available
EQ1809,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,469,1800,3/31/2025,-,23,Available
EQ1810,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,313,1500,8/29/2025,-,7,Available
EQ1811,Compressor,Technical Equipment,Inventory,-,-,-,600000,1522,1800,2/12/2025,2/17/2025,5,Available
EQ1812,Harness Set,Safety,On Rent,Katras Tunnel,23.81,86.44,15000,1801,300,5/20/2025,-,19,Available
EQ1813,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1134,150,2/27/2025,2/28/2025,1,Available
EQ1814,Crane,Transportation,Inventory,-,-,-,2000000,1369,6500,4/5/2025,4/15/2025,10,Available
EQ1815,Dump Truck,Transportation,In Maintenance,-,-,-,4500000,1730,9500,11/12/2025,-,10,Under Repair
EQ1816,Bulldozer,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3500000,2143,8000,3/31/2025,-,17,Available
EQ1817,Harness Set,Safety,On Rent,Kusunda Overpass,23.74,86.42,15000,1707,300,1/6/2025,-,8,Available
EQ1818,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,764,5000,8/2/2025,8/10/2025,8,Available
EQ1819,Safety Helmet Set,Safety,On Rent,-,-,-,8000,1855,150,2/7/2025,-,17,Available
EQ1820,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,699,1500,7/18/2025,-,26,Available
EQ1821,Road Roller,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3000000,717,7000,10/27/2025,-,5,Available
EQ1822,Safety Helmet Set,Safety,On Rent,-,-,-,8000,555,150,8/4/2025,-,7,Available
EQ1823,Safety Helmet Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,8000,369,150,2/1/2025,-,15,Available
EQ1824,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,1882,1500,2/27/2025,3/4/2025,5,Available
EQ1825,Excavator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,2500000,1645,8000,10/29/2025,-,10,Available
EQ1826,Hydraulic Breaker,Technical Equipment,Inventory,-,-,-,1200000,1709,5000,8/26/2025,9/5/2025,10,Available
EQ1827,Gloves Pack,Safety,Inventory,-,-,-,5000,1848,100,9/24/2025,9/26/2025,2,Available
EQ1828,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,782,5000,8/9/2025,-,26,Available
EQ1829,Bulldozer,Transportation,On Rent,-,-,-,3500000,1605,8000,5/3/2025,-,10,Available
EQ1830,Road Roller,Transportation,In Maintenance,-,-,-,3000000,1564,7000,1/28/2025,-,11,Under Repair
EQ1831,Harness Set,Safety,In Maintenance,-,-,-,15000,1784,300,10/19/2025,-,5,Under Repair
EQ1832,Harness Set,Safety,On Rent,-,-,-,15000,795,300,11/10/2025,-,5,Available
EQ1833,Safety Helmet Set,Safety,Inventory,-,-,-,8000,519,150,5/3/2025,5/5/2025,2,Available
EQ1834,Harness Set,Safety,On Rent,Katras Tunnel,23.81,86.44,15000,940,300,11/10/2025,-,18,Available
EQ1835,Dump Truck,Transportation,On Rent,Govindpur Road Project,23.78,86.5,4500000,571,9500,11/14/2025,-,9,Available
EQ1836,Dump Truck,Transportation,Inventory,-,-,-,4500000,829,9500,1/4/2025,1/18/2025,14,Available
EQ1837,Hydraulic Breaker,Technical Equipment,On Rent,-,-,-,1200000,1444,5000,2/10/2025,-,13,Available
EQ1838,Bulldozer,Transportation,On Rent,-,-,-,3500000,1682,8000,3/8/2025,-,6,Available
EQ1839,Loader,Transportation,On Rent,Barwadda Expansion,23.835,86.455,1500000,698,5000,8/16/2025,-,8,Available
EQ1840,Harness Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,15000,129,300,6/3/2025,-,27,Available
EQ1841,Concrete Mixer,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,150000,118,1500,7/14/2025,-,12,Available
EQ1842,Gloves Pack,Safety,On Rent,Saraidhela Bridge,23.795,86.425,5000,102,100,3/11/2025,-,21,Available
EQ1843,Compressor,Technical Equipment,Inventory,-,-,-,600000,1762,1800,3/12/2025,3/19/2025,7,Available
EQ1844,Safety Net,Safety,On Rent,-,-,-,20000,723,250,4/20/2025,-,5,Available
EQ1845,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,1882,8000,2/7/2025,-,9,Available
EQ1846,Safety Helmet Set,Safety,On Rent,Barwadda Expansion,23.835,86.455,8000,1691,150,9/14/2025,-,7,Available
EQ1847,Safety Jacket,Safety,Inventory,-,-,-,6000,1562,120,6/20/2025,6/24/2025,4,Available
EQ1848,Compressor,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,600000,1285,1800,2/8/2025,-,29,Available
EQ1849,Road Roller,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3000000,873,7000,10/27/2025,-,21,Available
EQ1850,Excavator,Technical Equipment,On Rent,-,-,-,2500000,1352,8000,6/6/2025,-,12,Available
EQ1851,Safety Net,Safety,Inventory,-,-,-,20000,1124,250,2/22/2025,3/6/2025,12,Available
EQ1852,Gloves Pack,Safety,On Rent,-,-,-,5000,778,100,3/18/2025,-,20,Available
EQ1853,Safety Net,Safety,Inventory,-,-,-,20000,97,250,11/12/2025,11/18/2025,6,Available
EQ1854,Crane,Transportation,On Rent,-,-,-,2000000,1647,6500,7/2/2025,-,5,Available
EQ1855,Gloves Pack,Safety,Inventory,-,-,-,5000,883,100,8/29/2025,9/3/2025,5,Available
EQ1856,Road Roller,Transportation,Inventory,-,-,-,3000000,1592,7000,4/30/2025,5/11/2025,11,Available
EQ1857,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,2016,8000,7/28/2025,-,27,Available
EQ1858,Bulldozer,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3500000,1538,8000,8/15/2025,-,8,Available
EQ1859,Crane,Transportation,On Rent,Barwadda Expansion,23.835,86.455,2000000,201,6500,11/26/2025,-,30,Available
EQ1860,Excavator,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,2500000,1291,8000,6/25/2025,-,11,Available
EQ1861,Crane,Transportation,In Maintenance,-,-,-,2000000,326,6500,5/11/2025,-,7,Under Repair
EQ1862,Crane,Transportation,Inventory,-,-,-,2000000,1582,6500,2/16/2025,2/28/2025,12,Available
EQ1863,Dump Truck,Transportation,Inventory,-,-,-,4500000,2049,9500,5/17/2025,5/31/2025,14,Available
EQ1864,Dump Truck,Transportation,Inventory,-,-,-,4500000,242,9500,3/28/2025,4/10/2025,13,Available
EQ1865,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1353,8000,10/25/2025,-,2,Under Repair
EQ1866,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1036,150,4/28/2025,5/6/2025,8,Available
EQ1867,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,1161,300,8/21/2025,-,28,Available
EQ1868,Hydraulic Breaker,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,1200000,937,5000,3/14/2025,-,29,Available
EQ1869,Harness Set,Safety,On Rent,Katras Tunnel,23.81,86.44,15000,1146,300,4/5/2025,-,14,Available
EQ1870,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,1458,1800,4/5/2025,-,13,Available
EQ1871,Gloves Pack,Safety,On Rent,Kusunda Overpass,23.74,86.42,5000,386,100,5/4/2025,-,13,Available
EQ1872,Excavator,Technical Equipment,Inventory,-,-,-,2500000,1361,8000,2/10/2025,2/13/2025,3,Available
EQ1873,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,1718,1200,5/12/2025,-,11,Under Repair
EQ1874,Hydraulic Breaker,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,1200000,934,5000,9/15/2025,-,18,Available
EQ1875,Gloves Pack,Safety,In Maintenance,-,-,-,5000,618,100,11/29/2025,-,2,Under Repair
EQ1876,Harness Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,15000,1868,300,7/31/2025,-,21,Available
EQ1877,Bulldozer,Transportation,On Rent,-,-,-,3500000,220,8000,1/20/2025,-,19,Available
EQ1878,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,790,8000,5/31/2025,-,12,Under Repair
EQ1879,Compressor,Technical Equipment,On Rent,-,-,-,600000,1231,1800,7/18/2025,-,26,Available
EQ1880,Road Roller,Transportation,On Rent,-,-,-,3000000,1988,7000,11/7/2025,-,12,Available
EQ1881,Safety Net,Safety,Inventory,-,-,-,20000,791,250,10/18/2025,10/29/2025,11,Available
EQ1882,Safety Jacket,Safety,On Rent,Govindpur Road Project,23.78,86.5,6000,1309,120,7/19/2025,-,18,Available
EQ1883,Gloves Pack,Safety,On Rent,Barwadda Expansion,23.835,86.455,5000,1575,100,3/20/2025,-,14,Available
EQ1884,Loader,Transportation,On Rent,Govindpur Road Project,23.78,86.5,1500000,669,5000,11/24/2025,-,28,Available
EQ1885,Welding Generator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,400000,1422,1200,7/13/2025,-,30,Available
EQ1886,Loader,Transportation,Inventory,-,-,-,1500000,1342,5000,6/16/2025,6/20/2025,4,Available
EQ1887,Road Roller,Transportation,Inventory,-,-,-,3000000,316,7000,9/23/2025,10/1/2025,8,Available
EQ1888,Dump Truck,Transportation,On Rent,Govindpur Road Project,23.78,86.5,4500000,1815,9500,6/29/2025,-,26,Available
EQ1889,Safety Jacket,Safety,Inventory,-,-,-,6000,836,120,11/1/2025,11/3/2025,2,Available
EQ1890,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,1512,1200,5/31/2025,-,10,Under Repair
EQ1891,Welding Generator,Technical Equipment,In Maintenance,-,-,-,400000,1382,1200,5/24/2025,-,13,Under Repair
EQ1892,Loader,Transportation,Inventory,-,-,-,1500000,211,5000,4/30/2025,5/12/2025,12,Available
EQ1893,Excavator,Technical Equipment,On Rent,Saraidhela Bridge,23.795,86.425,2500000,435,8000,4/28/2025,-,20,Available
EQ1894,Loader,Transportation,Inventory,-,-,-,1500000,2105,5000,2/5/2025,2/7/2025,2,Available
EQ1895,Compressor,Technical Equipment,Inventory,-,-,-,600000,1618,1800,9/29/2025,10/8/2025,9,Available
EQ1896,Concrete Mixer,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,150000,1991,1500,11/17/2025,-,20,Available
EQ1897,Safety Net,Safety,Inventory,-,-,-,20000,1303,250,5/23/2025,6/6/2025,14,Available
EQ1898,Safety Net,Safety,On Rent,Govindpur Road Project,23.78,86.5,20000,748,250,5/9/2025,-,11,Available
EQ1899,Bulldozer,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3500000,1167,8000,11/27/2025,-,22,Available
EQ1900,Harness Set,Safety,Inventory,-,-,-,15000,926,300,1/9/2025,1/21/2025,12,Available
EQ1901,Safety Helmet Set,Safety,On Rent,Govindpur Road Project,23.78,86.5,8000,453,150,1/12/2025,-,7,Available
EQ1902,Excavator,Technical Equipment,On Rent,Barwadda Expansion,23.835,86.455,2500000,1394,8000,8/14/2025,-,5,Available
EQ1903,Crane,Transportation,In Maintenance,-,-,-,2000000,678,6500,3/20/2025,-,11,Under Repair
EQ1904,Crane,Transportation,Inventory,-,-,-,2000000,1358,6500,1/25/2025,2/8/2025,14,Available
EQ1905,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,929,5000,9/14/2025,-,11,Under Repair
EQ1906,Harness Set,Safety,In Maintenance,-,-,-,15000,568,300,1/20/2025,-,13,Under Repair
EQ1907,Road Roller,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3000000,1269,7000,10/31/2025,-,23,Available
EQ1908,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1886,150,7/21/2025,7/25/2025,4,Available
EQ1909,Safety Helmet Set,Safety,Inventory,-,-,-,8000,137,150,4/20/2025,5/4/2025,14,Available
EQ1910,Road Roller,Transportation,Inventory,-,-,-,3000000,1375,7000,4/6/2025,4/15/2025,9,Available
EQ1911,Crane,Transportation,Inventory,-,-,-,2000000,646,6500,1/27/2025,1/28/2025,1,Available
EQ1912,Safety Jacket,Safety,On Rent,-,-,-,6000,1130,120,7/16/2025,-,26,Available
EQ1913,Dump Truck,Transportation,On Rent,Barwadda Expansion,23.835,86.455,4500000,1678,9500,7/1/2025,-,19,Available
EQ1914,Hydraulic Breaker,Technical Equipment,On Rent,Kusunda Overpass,23.74,86.42,1200000,1238,5000,8/16/2025,-,14,Available
EQ1915,Excavator,Technical Equipment,In Maintenance,-,-,-,2500000,1337,8000,9/18/2025,-,5,Under Repair
EQ1916,Concrete Mixer,Technical Equipment,Inventory,-,-,-,150000,939,1500,8/14/2025,8/23/2025,9,Available
EQ1917,Concrete Mixer,Technical Equipment,On Rent,-,-,-,150000,1844,1500,8/6/2025,-,21,Available
EQ1918,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1136,150,5/28/2025,6/1/2025,4,Available
EQ1919,Hydraulic Breaker,Technical Equipment,In Maintenance,-,-,-,1200000,1426,5000,11/21/2025,-,4,Under Repair
EQ1920,Safety Helmet Set,Safety,Inventory,-,-,-,8000,1168,150,3/24/2025,4/7/2025,14,Available
EQ1921,Harness Set,Safety,On Rent,Saraidhela Bridge,23.795,86.425,15000,1292,300,6/15/2025,-,23,Available
EQ1922,Welding Generator,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,400000,720,1200,5/4/2025,-,8,Available
EQ1923,Gloves Pack,Safety,In Maintenance,-,-,-,5000,469,100,2/2/2025,-,13,Under Repair
EQ1924,Safety Net,Safety,In Maintenance,-,-,-,20000,108,250,6/10/2025,-,13,Under Repair
EQ1925,Road Roller,Transportation,On Rent,Govindpur Road Project,23.78,86.5,3000000,665,7000,3/17/2025,-,15,Available
EQ1926,Compressor,Technical Equipment,On Rent,Katras Tunnel,23.81,86.44,600000,954,1800,7/6/2025,-,11,Available
EQ1927,Hydraulic Breaker,Technical Equipment,On Rent,Govindpur Road Project,23.78,86.5,1200000,1120,5000,4/28/2025,-,29,Available
EQ1928,Crane,Transportation,On Rent,Katras Tunnel,23.81,86.44,2000000,1165,6500,3/23/2025,-,27,Available
EQ1929,Road Roller,Transportation,On Rent,Saraidhela Bridge,23.795,86.425,3000000,1152,7000,10/19/2025,-,13,Available
